church_name,church_url,city,state,size,denomination
Fielder Road Baptist Church,http://www.fielder.org,Arlington,TX,2001,Southern Baptist Convention
First African Methodist Episcopal Church,http://www.famechurch.org,Los Angeles,CA,7600,African Methodist Episcopal
First Alliance Church,http://www.faccalgary.com,Calgary,AB,3000,Christian & Missionary Alliance
First Assembly,http://www.firstassemblyfw.org,Fort Wayne,IN,1800,Assemblies of God
First Assembly Cedar Rapids,http://www.lovethischurch.com,Cedar Rapids,IA,2100,Assemblies of God
First Assembly of God,http://www.firstaog.com,Honolulu,HI,2400,Assemblies of God
First Assembly of God,http://www.firstnlr.com,North Little Rock,AR,3270,Assemblies of God
First Assembly of God,http://www.firstassembly-ws.org,Winston-Salem,NC,3300,Assemblies of God
First Assembly of God,http://www.thesilverdome.org,Fort Myers,FL,7426,Assemblies of God
First Assembly of God,http://www.griffinfirst.org,Griffin,GA,7780,Assemblies of God
First Baptist Church,http://www.fbcbrandon.com,Brandon,MS,1900,Southern Baptist Convention
First Baptist Church,http://www.fbchammond.com,Hammond,IN,13426,Baptist (unspecified)
First Baptist Church,http://www.fbcbelton.org,Belton,TX,2000,Southern Baptist Convention
First Baptist Church,http://www.fbcsev.org,Sevierville,TN,2200,Southern Baptist Convention
First Baptist Church,http://www.fbcdecatur.com,Decatur,GA,2700,Southern Baptist Convention
First Baptist Church,http://www.fbccov.org,Covington,LA,1800,Southern Baptist Convention
First Baptist Church,http://www.firstbaptist.org,Daytona Beach,FL,1900,Southern Baptist Convention
First Baptist Church,http://www.fbcjonesboro.com/,Jonesboro,AR,3000,Southern Baptist Convention
First Baptist Church,http://fbc-midland.org,Midland,TX,2000,Southern Baptist Convention
First Baptist Church,http://www.fbcokc.org,Oklahoma City,OK,2000,Southern Baptist Convention
First Baptist Church,http://www.firstbaptistpc.com,Panama City,FL,2000,Southern Baptist Convention
First Baptist Church,http://www.fbcwf.org,Wichita Falls,TX,2000,Southern Baptist Convention
First Baptist Church,http://www.firstbossier.com,Bossier City,LA,2100,Southern Baptist Convention
First Baptist Church,http://www.fbcba.org,Broken Arrow,OK,2100,Southern Baptist Convention
First Baptist Church,http://www.fbcbentonville.org,Bentonville,AR,2200,Southern Baptist Convention
First Baptist Church,http://www.fbcnet.com,Fort Lauderdale,FL,2200,Southern Baptist Convention
First Baptist Church,http://www.fbca.org,Arlington,TX,2292,Southern Baptist Convention
First Baptist Church,http://www.fbcarnold.org,Arnold,MO,2385,Southern Baptist Convention
First Baptist Church,http://www.fbct.org,Clarksville,TN,2500,Southern Baptist Convention
First Baptist Church,http://www.fbcj.org,Jackson,MS,2500,Southern Baptist Convention
First Baptist Church,http://www.fbc-millington.org,Millington,TN,2500,Southern Baptist Convention
First Baptist Church,http://www.montgomeryfbc.org,Montgomery,AL,2500,Southern Baptist Convention
First Baptist Church,http://www.fbcprattville.org,Prattville,AL,2500,Southern Baptist Convention
First Baptist Church,http://www.fbcit.org,Indian Trail,NC,2537,Southern Baptist Convention
First Baptist Church,http://www.firstdallas.org,Dallas,TX,2632,Southern Baptist Convention
First Baptist Church,http://www.firstbaptisthendersonville.com,Hendersonville,TN,2653,Southern Baptist Convention
First Baptist Church,http://www.fbcbrandon.org,Brandon,FL,2750,Southern Baptist Convention
First Baptist Church,http://www.firsttuscaloosa.org,Tuscaloosa,AL,3000,Southern Baptist Convention
First Baptist Church,http://www.fbcpc.com,Plant City,FL,3000,Southern Baptist Convention
First Baptist Church,http://www.fbs.org,Spartanburg,SC,3200,Southern Baptist Convention
First Baptist Church,http://www.fbp.org,Pasadena,TX,3250,Southern Baptist Convention
First Baptist Church,http://www.fbccola.com,Columbia,SC,3500,Southern Baptist Convention
First Baptist Church,http://www.fbcn.org,Naples,FL,3523,Southern Baptist Convention
First Baptist Church,http://www.fbcjax.com,Jacksonville,FL,4300,Southern Baptist Convention
First Baptist Church,http://www.fba.org,Atlanta,GA,4931,Southern Baptist Convention
First Baptist Church,http://www.fbcarnold.org,Arnold,MO,2385,Southern Baptist Convention
First Baptist Church Altus,http://www.fbcaltus.org,Altus,OK,2000,Southern Baptist Convention
First Baptist Church Amarillo,http://www.fbc-amarillo.org,Amarillo,TX,2050,Southern Baptist Convention
First Baptist Church at the Mall,http://www.fbclakeland.org,Lakeland,FL,3200,Southern Baptist Convention
First Baptist Church Eugene,http://www.fbceugene.com,Eugene,OR,3000,CBA
First Baptist Church Euless,http://www.firsteuless.com,Euless,TX,2435,Southern Baptist Convention
First Baptist Church Jonesboro,http://www.fbcjonesboro.com,Jonesboro,GA,2000,Southern Baptist Convention
First Baptist Church McKinney,http://www.fbcmckinney.com,McKinney,TX,2301,Southern Baptist Convention
First Baptist Church of Central Florida,http://www.fbccf.net,Orlando,FL,4000,Southern Baptist Convention
First Baptist Church of Elk Grove,http://www.fbceg.org,Elk Grove,CA,3300,American Baptist
First Baptist Church of Glenarden,http://www.fbcglenarden.org,Landover,MD,12000,Baptist General Conference
First Baptist Church of Guilford,http://www.fbcog.org,Colombia,MD,2000,Southern Baptist Convention
First Baptist Church of Hamilton Park,http://www.fbchp.org,Richardson,TX,3000,Baptist (unspecified)
First Baptist Church of Indian Rocks,http://www.indianrocks.org,Largo,FL,2908,Southern Baptist Convention
First Baptist Church of Lincoln Gardens,http://www.fbcsomerset.com,Somerset,NJ,6000,Baptist (unspecified)
First Baptist Church of Lubbock,http://www.fbclubbock.org,Lubbock,TX,2000,Southern Baptist Convention
First Baptist Church of Mandarin,http://www.fbcofmandarin.org,Jacksonville,FL,2000,Southern Baptist Convention
First Baptist Church of Melbourne,http://www.fbcmel.org,Melbourne,FL,2500,Southern Baptist Convention
First Baptist Church of Orlando,http://www.fbcorlando.org,Orlando,FL,5587,Southern Baptist Convention
First Baptist Church of Oviedo,http://www.fbcoviedo.org,Oviedo,FL,2461,Southern Baptist Convention
First Baptist Church of Richardson,http://www.fbcr.org,Richardson,TX,2400,Southern Baptist Convention
First Baptist Church Opelika,http://www.fbcopelika.com,Opelika,AL,2443,Southern Baptist Convention
First Baptist Church Simpsonville,http://www.fbcsimpsonville.org,Simpsonville,SC,2081,Southern Baptist Convention
First Baptist Church Snellville,http://www.fbcsnell.org,Snellville,GA,4000,Southern Baptist Convention
First Baptist Church Woodstock,http://www.fbcw.org,Woodstock,GA,6115,Southern Baptist Convention
First Baptist Cleveland,http://www.clevelandfbc.com,Cleveland,TN,2400,Southern Baptist Convention
First Baptist Concord,http://www.fbconcord.org,Knoxville,TN,2860,Southern Baptist Convention
First Baptist Lafayette,http://www.lifeatfirst.org,Lafayette,LA,4000,Southern Baptist Convention
First Baptist Norfolk,http://firstnorfolk.org,Norfolk,VA,2462,Southern Baptist Convention
First Baptist North Spartanburg,http://www.firstnorth.org,Spartanburg,SC,2600,Southern Baptist Convention
First Baptist of Jacksonville,http://www.fbcjax.net,Jacksonville,NC,2200,Baptist (unspecified)
First Baptist Raytown,http://www.firstbaptistraytown.com,Raytown,MO,2000,Southern Baptist Convention
First Baptist West Monroe,http://www.firstwest.cc,West Monroe,LA,2402,Southern Baptist Convention
First Cathedral,http://www.firstcathedral.org,Bloomfield,CT,3500,Baptist (unspecified)
First Chinese Baptist Church,http://www.fcbc.org,Los Angeles,CA,2200,Baptist (unspecified)
First Christian Church,http://www.fccconnect.org,Springfield,OH,2074,CHRISTIAN
First Christian Church,http://www.fcchb.com,Huntington Beach,CA,2860,CHRISTIAN
First Church of Christ,http://www.1stchurchofchrist.org,Burlington,KY,2506,CHRISTIAN
First Church of God,http://www.1stchurch.net,Columbus,OH,4000,"Church of God, Cleveland"
First Church of the Nazarene,http://www.paznaz.org,Pasadena,CA,2184,Church of the Nazarene
First Covenant Church,http://www.firstcov.org,Sacramento,CA,2000,Unknown (unspecified)
First Evangelical Free Church,http://www.fefc.org,Austin,TX,2500,Evangelical Free
First Evangelical Free Church of Fullerton,http://www.evfreefullerton.com,Fullerton,CA,4500,Evangelical Free
First Mount Olive Freewill Baptist Church,http://www.firstmtolive.com,Randallstown,MD,2500,Baptist (unspecified)
First Mount Zion Baptist Church,http://www.fmzbc.net,Dumfries,VA,3400,Baptist (unspecified)
First Presbyterian Church,http://www.spokanefpc.org,Spokane,WA,2500,Presbyterian Church of America
First Presbyterian Church,http://www.first-pres.org,Colorado Springs,CO,2495,"Presbyterian Church, U.S.A."
First Presbyterian Church of Bellevue,http://www.fpcbellevue.org,Bellevue,WA,2203,"Presbyterian Church, U.S.A."
First Presbyterian Church of Orlando,http://www.fpco.org,Orlando,FL,2400,"Presbyterian Church, U.S.A."
First Redeemer Church,http://www.firstredeemer.org,Cumming,GA,3200,Southern Baptist Convention
First United Methodist Church,http://www.fumcniceville.org,Niceville,FL,2030,United Methodist Church
First United Methodist Church,http://www.firstmethodistmansfield.org,Mansfield,TX,2039,United Methodist Church
First United Methodist Church Richardson,http://www.fumcr.com,Richardson,TX,2183,United Methodist Church
First Wesleyan Church,http://www.firstwes.org,Battle Creek,MI,2600,Wesleyan
Flatirons Community Church,http://www.flatironschurch.com,Lafayette,CO,15495,Evangelical
Flood Church,http://www.diveintoflood.com,San Diego,CA,2200,Unknown (unspecified)
Foothills Bible Church,http://www.foothillsbiblechurch.org,Littleton,CO,2000,"Independent, Nondenominational"
Foothills Christian Fellowship,http://www.foothillschurch.org,El Cajon,CA,2500,"Independent, Nondenominational"
Forerunner Christian Fellowship,http://www.ihopkc.org,Kansas City,MO,2000,"Independent, Nondenominational"
Forest Hill Church,http://www.foresthill.org,Charlotte,NC,3000,Evangelical Presbyterian Church
Forest Hills Baptist Church,http://www.fhbc.org,Nashville,TN,2000,Southern Baptist Convention
Fourth Presbyterian Church,http://www.4thpres.org,Bethesda,MD,1800,Evangelical Presbyterian Church
Fox River Christian Church,http://www.foxriverchristian.org,Waukesha,WI,2400,Unknown (unspecified)
Franklin Avenue Baptist Church,http://www.franklinabc.com,New Orleans,LA,4000,Southern Baptist Convention
Frazer United Methodist Church,http://www.frazerumc.org,Montgomery,AL,3704,United Methodist Church
Free Chapel Worship Center,http://www.freechapel.org,Gainesville,GA,13568,"Independent, Nondenominational"
Freedom Temple Ministries,http://www.freedomtempleministries.org,Rockhill,SC,2200,"Independent, Nondenominational"
Friendly Temple Missionary Baptist Church,http://ftmbc.org,Saint Louis,MO,3500,Baptist (unspecified)
Friendship Missionary Baptist Church,http://www.friendshipcharlotte.org,Charlotte,NC,2700,Baptist (unspecified)
Friendship West Baptist Church,http://www.friendshipwest.org,Dallas,TX,9000,American Baptist
From the Heart Church Ministries,http://www.fthcm.org,Temple Hills,MD,7000,"Independent, Nondenominational"
Full Gospel Tabernacle Church,http://www.thetab.org,Orchard Park,NY,2200,CHRISTIAN
Gardendale First Baptist Church,http://www.gfbconline.com,Gardendale,AL,3530,Southern Baptist Convention
Gateway Church,http://www.gatewaypeople.com,Southlake,TX,28000,"Independent, Nondenominational"
Gateway Community Church,http://www.gatewaychurch.com,Austin,TX,4500,Unknown (unspecified)
Gateway Fellowship,http://www.gatewayfellowship.com,Poulsbo,WA,2000,Assemblies of God
Generations Christian Church,http://www.generationscc.com,Trinity,FL,2252,CHRISTIAN
Germantown Baptist Church,http://www.germantownbaptist.org,Germantown,TN,2000,Southern Baptist Convention
Geyer Springs First Baptist Church,http://www.gsfbc.org,Little Rock,AR,2500,Southern Baptist Convention
Ginghamsburg United Methodist Church,http://www.ginghamsburg.org,Tipp City,OH,4600,United Methodist Church
Glad Tidings Assembly of God,http://www.gladtidingschurch.com,Lake Charles,LA,2689,Assemblies of God
Glad Tidings Church,http://www.gtaog.org,Reading,PA,2689,Assemblies of God
Glenview Baptist Church,http://www.glenviewchurch.org,Fort Worth,TX,2300,Southern Baptist Convention
Glide Memorial United Methodist Church,http://www.glide.org,San Francisco,CA,3000,United Methodist Church
Global Mission Church of Greater Washington,http://www.gmcusa.org,Silver Spring,MD,3000,Southern Baptist Convention
Globe Harvest Church,http://ghcdallas.org,Dallas,TX,2260,Southern Baptist Convention
Gloucester County Community Church,http://www.gcccpray.com,Sewell,NJ,2500,"Independent, Nondenominational"
Gold Creek Community Church,http://www.goldcreek.org,Mill Creek,WA,2389,CHRISTIAN
Golden Gate Cathedral,http://www.goldengatecathedral.org,Memphis,TN,4500,"Independent, Nondenominational"
Golden Hills Community Church,http://www.goldenhills.org,Brentwood,CA,4000,Baptist General Conference
Good Shepherd Community Church,http://www.goodshepherdcc.org,Boring,OR,2300,"Independent, Nondenominational"
Gospel Light Baptist Church,http://www.glbcs.org,Walkertown,NC,2000,Baptist (unspecified)
Gospel Tabernacle Church,http://www.davidemartin.org,Dallas,TX,3500,"Independent, Nondenominational"
Gospel Tabernacle East,http://www.gospeltc.org,Stone Mountain,GA,2000,"Independent, Nondenominational"
Grace Baptist Church,http://www.gracebaptist.org,Santa Clarita,CA,2300,Baptist General Conference
Grace Baptist Church,http://www.gracebc.org,Knoxville,TN,2783,Southern Baptist Convention
Grace Bible Church,http://www.grace-bible.org,College Station,TX,2500,"Independent, Nondenominational"
Grace Brethren Church,http://www.gracelb.net,Long Beach,CA,2000,Brethren
Grace Brethren Church of Columbus,http://www.gracepolaris.org,Westerville,OH,2500,Brethren
Grace Cathedral Ministries,http://www.gracecathedralministries.org,Greenville,SC,2000,Unknown (unspecified)
Grace Chapel,http://www.grace.org,Lexington,MA,3000,"Independent, Nondenominational"
Grace Chapel,http://www.gracechapel.net,Franklin,TN,3500,Calvary Churches
Grace Christian Center,http://www.gracechristiancenter.com,Killeen,TX,2000,"Independent, Nondenominational"
Grace Christian Church,http://www.gracesterling.com,Sterling Heights,MI,2000,CHRISTIAN
Grace Church,http://www.gracestl.org,Maryland Heights,MO,3800,"Independent, Nondenominational"
Grace Church,http://www.gracechurchreno.org,Reno,NV,2500,"Independent, Nondenominational"
Grace Church,http://www.gracechurchsc.org,Greenville,SC,4000,"Independent, Nondenominational"
Grace Church,http://www.atgrace.com,Eden Prairie,MN,5500,"Independent, Nondenominational"
Grace Church,http://www.egracechurch.com,Cape Coral,FL,2750,United Methodist Church
Grace Church,http://www.gracecma.com,Middleburg Heights,OH,1800,Christian & Missionary Alliance
Grace Church,http://www.graceohio.org,Norton,OH,4000,Unknown (unspecified)
Grace Church,http://www.gracechurchva.org,Dumfries,VA,2000,"Independent, Nondenominational"
Grace Church,http://www.gracetulsa.com,Broken Arrow,OK,1800,"Independent, Nondenominational"
Grace Community Church,http://www.graceoc.com,Washingtonville,NY,2293,Baptist General Conference
Grace Community Church,http://www.gcomchurch.com,Clarksville,TN,2150,Unknown (unspecified)
Grace Community Church,http://www.graceinauburn.com,Auburn,WA,2000,CBA
Grace Community Church,http://www.graceaz.com,Tempe,AZ,1800,"Independent, Nondenominational"
Grace Community Church,http://www.gcconline.org,Fulton,MD,2700,"Independent, Nondenominational"
Grace Community Church,http://www.gracechurchreno.org,Reno,NV,2800,"Independent, Nondenominational"
Grace Community Church,http://www.gracechurch.org,Sun Valley,CA,8000,"Independent, Nondenominational"
Grace Community Church,http://www.gccplano.org,Plano,TX,1850,Unknown (unspecified)
Grace Community Church,http://www.gcc.org,Tyler,TX,2450,Unknown (unspecified)
Grace Community Church,http://www.grace.tv,Houston,TX,5000,Unknown (unspecified)
Grace Community Church,http://www.gracecc.org,Noblesville,IN,5000,Evangelical Free
Grace Covenant Church,http://www.gracecovenant.org,Cornelius,NC,2600,Four Square
Grace Covenant Church,http://grace360.org/,Austin,TX,3500,"Independent, Nondenominational"
Grace Family Church,http://www.gracefamilychurch.org,Lutz,FL,6187,Unknown (unspecified)
Grace Fellowship,http://www.gfwpb.org,West Palm Beach,FL,4000,Unknown (unspecified)
Grace Fellowship Church,http://www.gracejohnsoncity.com,Johnson City,TN,2000,"Independent, Nondenominational"
Grace Fellowship Church,http://www.gfc.org,Timonium,MD,3000,"Independent, Nondenominational"
Grace Fellowship Church,http://www.gracefellowship.com,Latham,NY,3400,"Independent, Nondenominational"
Grace Fellowship Church,http://www.gracefellowshipchurch.com,Snellville,GA,4000,"Independent, Nondenominational"
Grace Fellowship United Methodist Church,http://www.whatisgrace.org,Katy,TX,2442,United Methodist Church
Grace Korean Church,http://www.gkc.org,Fullerton,CA,4000,Unknown (unspecified)
Grace Outreach Center,http://www.graceoutreachcenter.org,Plano,TX,4300,"Independent, Nondenominational"
Gracepointe Church,http://www.gracepointe.us,Naperville,IL,2000,"Independent, Nondenominational"
Grand Rapids First Assembly of God,http://www.grandrapidsfirst.org,Grand Rapids,MI,2400,Assemblies of God
Granger Community Church,http://www.gccwired.com,Granger,IN,5169,United Methodist Church
Great Commission Baptist Church,http://www.gcbcfw.org,Fort Worth,TX,2000,Southern Baptist Convention
Great Hills Baptist Church,http://www.ghbc.org,Austin,TX,2200,Southern Baptist Convention
Greater Centennial A.M.E. Zion Church,http://www.greatercentennial.org,Mount Vernon,NY,2100,African Methodist Episcopal
Greater Cornerstone Baptist Church,http://www.greatercornerstone.org,Dallas,TX,4250,Southern Baptist Convention
Greater Grace Church,http://GGWO.org,Baltimore,MD,2000,"Independent, Nondenominational"
Greater Grace Temple,http://www.greatergrace.org,Detroit,MI,8000,Unknown (unspecified)
Greater Mount Zion Baptist Church,http://www.gmzaustin.org,Austin,TX,1800,Baptist (unspecified)
Greater Mt. Calvary Holy Church,http://www.gmchc.org,Washington,DC,3500,Pentecostal (unspecified)
Greater Piney Grove Baptist Church,http://www.pineygrovebapt.org,Atlanta,GA,4000,Baptist (unspecified)
Greater Saint Matthew Church,http://www.greatersaintmatthew.org,Houston,TX,3400,Southern Baptist Convention
Greater Saint Paul Baptist Church,http://www.gspbc.org,Oakland,CA,5300,National Baptist Convention
Greater Saint Stephen Full Gospel Baptist,http://www.houseofgreater.org,New Orleans,LA,10000,Baptist (unspecified)
Greater Shiloh Church,http://www.greatershilohchurchpa.com,Easton,PA,2300,Baptist (unspecified)
Greater Travelers Rest Baptist Church,http://www.greatertravelersrest.org,Decatur,GA,3000,Baptist (unspecified)
Green Acres Baptist Church,http://www.gabc.org,Tyler,TX,4537,Southern Baptist Convention
Greenforest Community Baptist Church,http://www.greenforest.org,Decatur,GA,2300,Southern Baptist Convention
Greenwood Community Church,http://www.greenwoodcc.com,Greenwood Village,CO,2200,Evangelical Presbyterian Church
Grove Church,http://www.grovebaptistchurch.com,Portsmouth,VA,2363,Baptist (unspecified)
Grove City Church of the Nazarene,http://www.grovecitynazarene.org,Grove City,OH,3446,Church of the Nazarene
Gulf Breeze United Methodist Church,http://www.gbumc.org,Gulf Breeze,FL,2324,United Methodist Church
Guts Church,http://www.gutschurch.com,Tulsa,OK,4000,"Independent, Nondenominational"
Hales Corners Lutheran Church,http://www.hcl.org,Hales Corners,WI,3000,Lutheran (unspecified)
Harrisburg Baptist Church,http://www.harrisburgonline.org,Tupelo,MS,2000,Baptist (unspecified)
Hartford Memorial Baptist Church,http://www.hartfordbaptist.org,Detroit,MI,5000,Baptist (unspecified)
Harvest Bible Chapel,http://www.harvestnaperville.org,Naperville,IL,2500,"Independent, Nondenominational"
Harvest Bible Chapel,http://www.harvestbiblechapel.org,Rolling Meadows,IL,13916,CHRISTIAN
Harvest Bible Chapel,http://www.harvestdavenport.org,Davenport,IA,2100,CHRISTIAN
Harvest Christian Fellowship,http://www.harvest.org,Riverside,CA,14560,"Independent, Nondenominational"
Harvest Church,http://www.goharvest.org,Elk Grove,CA,2200,Assemblies of God
Harvest Church,http://www.theharvestchurch.org,Fort Worth,TX,1800,Baptist (unspecified)
Harvest Church,http://www.harvestweb.net,Billings,MT,2500,Evangelical
Harvest Church,http://www.harvestchurch4u.org,Byron,GA,2109,United Methodist Church
Harvest Church of God,http://www.hcog.tv,Anniston,AL,2000,"Church of God, Cleveland"
Harvest Life Changers World Ministries,http://www.harvestlifechangers.com,Woodbridge,VA,2000,"Independent, Nondenominational"
Harvest Time,http://www.harvesttime.net,Fort Smith,AR,2200,"Independent, Nondenominational"
Harvest Time Church,http://www.harvesttimechurch.net,Houston,TX,2000,"Independent, Nondenominational"
Harvester Christian Church,http://www.harvesterchristian.org,Saint Charles,MO,3286,CHRISTIAN
Hawthorne Gospel Church,http://www.hgcusa.org,Hawthorne,NJ,2200,"Independent, Nondenominational"
Healing Place Church,http://www.healingplacechurch.org,Baton Rouge,LA,7200,"Independent, Nondenominational"
Healing Word,http://www.healingword.tv,Tustin,CA,3500,"Independent, Nondenominational"
Heart Revolution Church,http://www.HeartRevChurch.com,National City,CA,1800,"Independent, Nondenominational"
Heartland Church,http://www.heartlandchurch.tv,Indianapolis,IN,2000,"Independent, Nondenominational"
Heartland Community Church,http://www.heartlandchurch.org,Olathe,KS,2000,Evangelical Presbyterian Church
Heartland Community Church,http://www.heartland.cc,Rockford,IL,7274,Unknown (unspecified)
Heartland Worship Center,http://www.heartlandworship.org,Paducah,KY,1800,Unknown (unspecified)
Hebron Baptist Church,http://www.hebronchurch.org,Dacula,GA,4266,Southern Baptist Convention
Henderson Hills Baptist Church,http://www.hhbc.com,Edmond,OK,2500,Southern Baptist Convention
Heritage Christian Church,http://www.heritagecc.org,Westerville,OH,2700,CHRISTIAN
Heritage Church,http://www.heritageqc.com,Rock Island,IL,2600,Wesleyan
Hickory Grove Baptist Church,http://www.hgbc.org,Charlotte,NC,4539,Southern Baptist Convention
High Desert Church,http://www.highdesertchurch.com,Victorville,CA,6313,"Independent, Nondenominational"
High Point Church,http://www.highpointchurch.com,Arlington,TX,6000,"Independent, Nondenominational"
High Pointe Baptist Church,http://www.highpointeaustin.org,Austin,TX,2219,Southern Baptist Convention
Higher Dimension Church,http://www.higherd.net,Houston,TX,3700,Southern Baptist Convention
Highland Avenue Church of the Brethren,http://www.hacob.org,Elgin,IL,2500,Brethren
Highland Church,http://www.highlandavenuechurch.org,Jamaica,NY,3000,"Independent, Nondenominational"
Highland Church of Christ,http://www.highlandchurch.org,Abilene,TX,2000,Church of Christ
Highland Park Community Church,http://www.hpcc.cc,Casper,WY,2500,"Church of God, Cleveland"
Highland Park United Methodist Church,http://www.hpumc.org,Dallas,TX,4400,United Methodist Church
Highlands Church,http://www.highlandschurch.org,Scottsdale,AZ,3500,"Independent, Nondenominational"
Highlands Fellowship,http://www.highlandsfellowship.com,Abingdon,VA,4000,Southern Baptist Convention
Highview Baptist Church,http://www.highviewbaptist.org,Louisville,KY,3254,Southern Baptist Convention
Hill Country Bible Church NW,http://www.hcbc.com,Austin,TX,4600,Unknown (unspecified)
Hillside Christian Church- Amarillo West,http://www.hillsidewired.com,Amarillo,TX,8000,CHRISTIAN
Hillside Community Church,http://www.hillsideministry.org,Alta Loma,CA,2000,American Baptist
Hillvue Heights Church,http://www.hillvue.com,Bowling Green,KY,4825,Southern Baptist Convention
Hoffmantown Church,http://www.hoffmantownchurch.org,Albuquerque,NM,1800,Southern Baptist Convention
Hope Chapel,http://www.hopechapelmaui.com,Kihei,HI,2000,Four Square
Hope Chapel Kapolei,http://hopechapelkapolei.org,Kapolei,HI,2500,Four Square
Hope Community Church,http://www.gethope.net,Raleigh,NC,7854,Southern Baptist Convention
Hope Fellowship,http://www.hopefellowship.net,Frisco,TX,3100,Assemblies of God
Hope Lutheran Church,http://www.fargohope.org,Fargo,ND,2500,Evangelical Lutheran Church in America
Hope Point,http://www.ycnaz.org,Yuba City,CA,2270,Church of the Nazarene
Hope Presbyterian Church,http://www.hopepres.com,Cordova,TN,6978,Evangelical Presbyterian Church
Hopewell Missionary Baptist,http://www.hmbchurch.net/,Norcross,GA,5000,Baptist (unspecified)
Horizon Christian Fellowship,http://www.hcf.org/,San Diego,CA,7000,"Independent, Nondenominational"
Horizon Christian Fellowship North County,http://www.horizon.org,Rancho Santa Fe,CA,4000,"Independent, Nondenominational"
Hosanna!,http://www.hosannalc.org,Lakeville,MN,6600,Lutheran (unspecified)
Houston’s First Baptist Church,http://www.houstonsfirst.org,Houston,TX,6458,Southern Baptist Convention
Hunter Street Baptist Church,http://www.hunterstreet.org,Hoover,AL,3320,Southern Baptist Convention
Hyde Park Baptist Church,http://www.hpbc.org,Austin,TX,2067,Southern Baptist Convention
Idlewild Baptist Church,http://www.idlewild.org,Lutz,FL,7000,Southern Baptist Convention
Iglesia Cristiana La Familia de Dios,http://www.lafamiliadedios.com,Ontario,CA,1800,Baptist (unspecified)
Iglesia Cristiana Misericordia,http://www.icmchurchonline.org,Laredo,TX,2400,Assemblies of God
Iglesia Cristiana Rios De Agua Viva,http://www.riosdeaguavivaupci.com,Pomona,CA,2500,Pentecostal (unspecified)
Iglesia Cristiana Segadores De Vida,http://www.segadores.com,Hollywood,FL,7000,"Independent, Nondenominational"
Iglesia de Dios Hispana de Nashville,http://www.casadediosusa.net,Nashville,TN,2000,Pentecostal (unspecified)
Iglesia De Dios Pentecostal,http://www.iddprmo.org,Chicago,IL,6000,Pentecostal (unspecified)
Iglesia De Restauracion Inc.,http://www.restauracion.com,Los Angeles,CA,4000,Evangelical
Iglesia El Calvario Assembly of God,http://www.iglesiaelcalvario.com,Orlando,FL,5250,Assemblies of God
Iglesia Ni Cristo,http://Missing,Los Angeles,CA,2000,Church of Christ
Iglesia Pentecostal Macedonia,http://www.macedoniachurch.com,New York,NY,4550,Pentecostal (unspecified)
Iglesia Puerta Del Cielo,http://www.pdcchurch.com,El Paso,TX,2500,Unknown (unspecified)
Iglesia Rios de Agua Via,http://riosdeaguaviva-utah.org,Odgen,UT,2000,Unknown (unspecified)
Imago Dei Community,http://www.imagodeicommunity.com,Portland,OR,2000,Unknown (unspecified)
Immanuel Baptist Church,http://www.ibclr.org,Little Rock,AR,2500,Baptist (unspecified)
Immanuel Baptist Church,http://www.ibchighland.org,Highland,CA,3000,Baptist (unspecified)
Immanuel Baptist Church,http://www.ibc-lex.org,Lexington,KY,2000,Southern Baptist Convention
Immanuel Bible Church,http://www.immanuelbible.net,Springfield,VA,4000,"Independent, Nondenominational"
Immanuel’s Church,http://www.immanuels.org,Silver Spring,MD,4500,"Independent, Nondenominational"
Indian Creek Christian Church,http://www.thecreek.org,Indianapolis,IN,4532,CHRISTIAN
Ingleside Baptist Church,http://www.ingleside.org,Macon,GA,2000,Baptist (unspecified)
Inland Hills Church,http://www.inlandhillschurch.com,Chino,CA,3001,Assemblies of God
Inspiring Body of Christ Church,http://www.ibocjoy.org,Dallas,TX,8000,Unknown (unspecified)
International Christian Center,http://www.iccnyc.org,Staten Island,NY,2450,Assemblies of God
International Christian Center,http://www.iccenter.org,Brownsville,TX,2000,Unknown (unspecified)
International Church of Las Vegas,http://www.iclv.com,Las Vegas,NV,5000,Assemblies of God
International Ethiopian Evangelical Church,http://www.eecdc.org,Washington,DC,1800,Assemblies of God
Irving Bible Church,http://www.irvingbible.org,Irving,TX,4100,"Independent, Nondenominational"
Jacksonville Chapel,http://www.jacksonvillechapel.org,Lincoln Park,NJ,2000,"Independent, Nondenominational"
James River Assembly,http://www.jamesriver.org,Ozark,MO,8246,Assemblies of God
Jersey Baptist Church,http://www.jerseychurch.org,Pataskala,OH,1900,Southern Baptist Convention
Johnson Ferry Baptist Church,http://www.jfbc.org,Marietta,GA,5000,Southern Baptist Convention
Journey Church,http://www.journeychurch.tv,Norman,OK,3300,Evangelical Covenant
Journey Church,http://www.ourjourneychurch.com/,Kenosha,WI,2400,Assemblies of God
Journey Community Church,http://www.journeycommunitychurch.com,La Mesa,CA,2300,"Independent, Nondenominational"
Journey of Faith,http://www.journeyoffaith.com,Manhattan Beach,CA,2000,CBA
Jubilee Christian Center,http://jubilee.org,San Jose,CA,14000,Unknown (unspecified)
Jubilee Christian Church,http://www.jubileeboston.org,Mattapan,MA,7000,"Church of God, Anderson"
Jubilee Fellowship Church,http://www.jfc.org,Lone Tree,CO,2500,"Independent, Nondenominational"
Kalispell Christian Center,http://www.kalcc.org,Kalispell,MT,2500,Assemblies of God
