EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,zip5
521922007,NATIONS UNITED BAPTIST CHURCH,% RAMUNDA / SAM ROZOLEM,2408 FAIRLAND RD,SILVER SPRING,MD,20904-5434,1961,03,9,7000,196811,1,10,029000000,5,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20904
521922398,HARSIDHI MAATA MANDIR KIRTAN AND CULTURAL GROUP INC,% MOHINDRA RAMPHAL,8521 RIGGS RD,HYATTSVILLE,MD,20783-2133,0000,03,3,7000,201201,1,10,994029000,1,01,202412,0,0,06,0,12,0,0,0,X70,NA,20783
521922864,LIVING WORD CHURCH OF DELIVERANCE INC,NA,6701 ALTER ST,GWYNN OAK,MD,21207-6435,0000,03,3,7000,199910,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X21,NA,21207
521923562,NEW JERUSALEM PENTECOSTAL HOLINESS CHURCH INCORPORATED,% SHELIA D WILSON,5937 CHARLES ST,BALTIMORE,MD,21207-4811,0000,03,3,7000,199606,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,21207
521923835,CEDAR LIGHT GROVE A D F,NA,5918 EDNA AVE APT A,BALTIMORE,MD,21214-1893,5226,03,9,7000,199608,1,10,006000000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21214
521925215,ST THOMAS AQUINAS SCHOOL,% MELANIE FREEMAN,5200 N CHARLES ST,BALTIMORE,MD,21210-2002,0928,03,9,1700,194603,1,10,031150120,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21210
521925871,GENERAL COUNCIL OF THE ASSEMBLIES OF GOD,NA,13401 GREEN RIDGE RD NE,GREEN RIDGE,MD,21530-3112,1678,03,9,7000,196408,1,10,001002029,5,01,NA,0,0,06,0,03,NA,NA,NA,NA,ASSEMBLY OF GOD,21530
521927259,FIRST ASSEMBLY OF GOD,NA,PO BOX 2244,SALISBURY,MD,21802-2244,1678,03,9,7000,196408,1,10,001002029,5,01,NA,0,0,06,0,03,NA,NA,NA,NA,NA,21802
521927320,NEW BIRTH CHRISTIAN CHURCH INC,% LAVIDA A SISTRUNK,3701 MEADOWVIEW DR,SUITLAND,MD,20746-2205,0000,03,3,7000,199512,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20746
521927427,JABBOK MINISTRIES,% HAROLD WILDER,PO BOX 471339,DISTRICT HTS,MD,20753-1339,0000,03,3,1200,199612,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,T20I,NA,20753
521928180,UNITED USHERS OF BALTIMORE INC,NA,6210 PARK HEIGHTS AVE UNIT 501,BALTIMORE,MD,21215-3626,0000,03,3,7000,200105,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21215
521928697,CHURCH OF GOD PROPHECY,NA,14180 TRAVILAH RD,ROCKVILLE,MD,20850-3525,2017,03,9,7000,199606,1,10,029120000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20850
521928770,NEW LIFE BAPTIST MINISTRIES INC,% REV PIERCE SMITH PASTOR D CLARK,18903 LINDENHOUSE RD,GAITHERSBURG,MD,20879-1817,0000,03,3,7000,199709,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20879
521929265,DIVINE LIFE WORSHIP CENTER INC,% WILLIE BLOUNT,PO BOX 31099,CAPITAL HEIGHTS,MD,20731-0099,0000,03,3,1700,199712,1,10,001000000,1,01,NA,0,0,06,0,04,NA,NA,NA,X20Z,NA,20731
521929605,TRUE GOSPEL APOSTOLIC FAITH CHURCH,% BISHOP OTTO RICHARDSON JR,2715 GRINDON AVE,BALTIMORE,MD,21214-2813,0000,03,3,7000,200707,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21214
521930083,ISAIAH HOUSE CHURCH MINISTRIES INC,% TIMOTHY S BARKLEY,1707 EDMONDSON AVE,BALTIMORE,MD,21223-1220,0000,03,3,7000,199602,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21223
521930220,ASSEMBLIES OF JESUS CHRIST INCORPORATED,% JOSHUA WRIGHT,8400 ALLENTOWN RD,FT WASHINGTON,MD,20744-1803,8674,03,6,7000,199601,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20744
521930562,EZEKIEL BAPTIST CHURCH INCORPORATED,% REV CEPHUS HILL JR,201 N LUZERNE AVE,BALTIMORE,MD,21224-1115,0000,03,3,7000,200112,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21224
521931585,PROVIDENCE UNITED METHODIST CHURCH,% TREASURER,3716 KEMPTOWN CHURCH RD,MONROVIA,MD,21770-8728,2573,03,9,7100,197410,1,10,000000000,1,01,201012,0,0,06,0,12,NA,NA,NA,NA,NA,21770
521932138,CHURCH OF THE OLIVE BRANCH INC,% MARK JOHNSON,11302 ELYSSE DR,CLINTON,MD,20735-4240,0000,03,3,7000,200506,1,10,000000000,1,01,202412,3,3,06,0,12,53681,42918,42918,X20,NA,20735
521932449,PARK HEIGHTS CONGREGATION GEMACH INC,% BAIS YOSEF,3832 MENLO DR,BALTIMORE,MD,21215-3431,0000,03,3,1000,199511,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,NA,21215
521932892,FUNDAMENTAL BABTIST CHURCH INC,% DANIEL H STALEY,146 S POTOMAC ST,HAGGERSTOWN,MD,21740-5504,0000,03,3,7000,199509,1,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X99Z,NA,21740
521932917,EGLISE DE JESUS-CHRIST FULL GOSPEL,% RUDY LUCIEN,5963 HARPERS FARM RD,COLUMBIA,MD,21044-3064,0000,03,3,7000,199808,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21044
521933107,PRINCIPLES OF FAITH CHURCH INC,NA,914 BALBOA AVE,CAPITOL HGTS,MD,20743-3935,0000,03,3,7000,199606,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,20743
521934556,GOSPEL KOREAN PRESBYTERIAN CHURCH OF WASHINGTON,NA,13925 TRAVILAH RD,ROCKVILLE,MD,20850-3530,0000,03,3,7000,200506,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20850
521934708,ST JAMES FREE METHODIST CHURCH,% PAMELA ANDERSON,PO BOX 149,QUANTICO,MD,21856-0149,0000,03,3,7000,202507,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21856
521934775,WORD OF LIFE CENTER,% ROOSEVELT TOUSSAINT,1216 JERSEY RD,SALISBURY,MD,21801-1146,0000,03,3,7000,199803,1,10,001000000,1,01,202412,0,0,06,0,12,NA,NA,NA,T20Z,NA,21801
521934779,REMNANT CHURCH OF GOD IN CHRIST JESUS SEVENTH DAY,NA,2257 MADISON AVE,BALTIMORE,MD,21217-3936,0000,03,3,7000,199811,1,10,001000000,1,01,NA,0,0,06,0,03,NA,NA,NA,X99Z,NA,21217
521934819,DOOR OF HOPE ASSEMBLEY INCORPORATED,NA,121 LAUREN CT,FREDERICK,MD,21703-1373,0000,03,3,7000,199602,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21703
521936133,GIVING LIFE MINISTRIES INC,NA,2114 HARMAN AVE,BALTIMORE,MD,21230-1513,0000,03,3,7000,199607,1,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X20Z,NA,21230
521936502,BALTIMORE CHRISTIAN CENTER INC,NA,620 S BEECHFIELD AVE,BALTIMORE,MD,21229-4419,0000,03,3,7000,199612,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,OVERCOMERS TABERNACLE,21229
521936733,GATEWAY BRETHREN FELLOWSHIP,NA,PO BOX 1003,HAGERSTOWN,MD,21741-1003,1638,03,9,7000,196404,1,10,001000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,BRETHREN CHURCH,21741
521937011,JERUSALEM TEMPLE BAPTIST CHURCH INC,% REVEREND THEODORE J BRACEY,4 FERDINAND AVE,GLEN BURNIE,MD,21061-2711,0000,03,3,7000,200303,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21061
521937768,LIGHT HOUSE BAPTIST CHURCH INC,% WILLIAM E SLACUM,PO BOX 1087,CAMBRIDGE,MD,21613-5087,0000,03,3,7000,199703,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,NA,21613
521939756,BLESSED HOPE EVANGELICAL CHURCH AND MINISTRY INC,% HENRY O AKINFE,PO BOX 9709,BALTIMORE,MD,21284-9709,0000,03,3,1000,200508,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21284
521941027,REDEMPTION CHRISTIAN FELLOWSHIP INC,NA,6515 DOGWOOD RD,BALTIMORE,MD,21207-4233,0000,03,3,7000,199705,0,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21207
521941575,THE LORDS CHURCH AND CHRISTIAN CENTER INC,% GRANT BISHOP WILLIAMS JR,6809 DISTRICT HEIGHTS PKWY,DISTRICT HTS,MD,20747-1649,0000,03,3,7000,199607,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20747
521941612,MT AIRY PRESBYTERIAN CHURCH,% GREGG MOORE,17455 OLD FREDERICK RD,MOUNT AIRY,MD,21771-3603,0000,03,3,7000,199906,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21771
521942325,TEMPLE OF YESHUA INTERNATIONAL WORSHIP CENTER INC,% OCAM J GRAY JR,2557 BARNESLEY PL,BALTIMORE,MD,21244-8019,0000,03,3,1000,199604,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21244
521942706,SIMPSON CHRISTIAN COMMUNITY CHURCH,% FAYE LEE,20 MAIN,NEW MARKET,MD,21774-0000,0000,03,3,1000,199607,1,10,001000000,1,01,NA,0,0,06,0,10,NA,NA,NA,X20Z,NA,21774
521943069,FOUNTAIN OF RESTORATION CHURCH INC,% PASTOR AWOJOBI,12304 LIVINGSTON RD,FT WASHINGTON,MD,20744-4215,0000,03,3,7000,200211,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20744
521943309,AGAPE FAMILY FAITH CENTER INC,% CHESTER M PLUMMER,5404 OLD TEMPLE HILL RD,TEMPLE HILLS,MD,20748-3530,0000,03,3,7000,200708,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20748
521943548,CHRIST INTERNATIONAL MINISTRIES INC,% VICTOR MCGODMAN,11404 COLLIER CT,HAGERSTOWN,MD,21742-3284,0000,03,3,7000,200307,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X20,NA,21742
521943658,JOSHUA GROUP MINISTRIES,% DONNELL PETERMAN,9525 GEORGIA AVE STE 201,SILVER SPRING,MD,20910-1439,0000,03,3,7000,199608,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20910
521943993,ONE GOD ONE THOUGHT CENTER FOR BETTER LIVING INC,NA,3605 CORONADO RD,BALTIMORE,MD,21244-3848,0000,03,3,7000,199602,1,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X99Z,NA,21244
521944257,FRESH START FAITH CHURCH,% PASTOR TONI B MCGRAW,PO BOX 148,GAITHERSBURG,MD,20884-0148,0000,03,3,1000,199512,1,10,001000000,1,01,NA,0,0,06,0,07,NA,NA,NA,X20Z,NA,20884
521944684,FULFILLING DESTINY MINISTRY INC,% BARBARA BENNETT,7620 OLD GEORGETOWN RD APT 820,BETHESDA,MD,20814-6177,0000,03,3,7000,200202,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20814
521945279,GOSPEL CHURCH,NA,5854 ALLENTOWN WAY,TEMPLE HILLS,MD,20748-2614,0000,03,3,7000,200206,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20748
521945382,GOOD SAMARITAN LUTHERAN CHURCH,% TREASURER,20850 LANGLEY RD,LEXINGTON PK,MD,20653-4373,9386,03,9,7000,198704,4,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20653
521945932,COASTAL COMMUNITY CHURCH,NA,10900 OCEAN GTWY,BERLIN,MD,21811-3538,1678,03,9,7000,196408,1,10,001002029,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,CHURCH ASSEMBLY OF GOD,21811
521945951,NEW HOPE INTERNATIONAL INC,% MARK CURRIE,12208 WALNUT CREEK CT,GERMANTOWN,MD,20874-1570,1620,03,9,7000,196402,1,10,001029000,5,01,NA,3,4,06,0,12,NA,NA,NA,NA,NA,20874
521946964,JESUS SAVES MINISTRIES YESTERDAY TODAY AND FOREVER INC,NA,7111 PARK HEIGHTS AVE UNIT 203,BALTIMORE,MD,21215-1658,3874,03,6,7000,200207,1,10,001000000,1,01,NA,4,3,06,0,12,NA,NA,NA,X20,NA,21215
521948800,CELESTIAL CHURCH OF CHRIST MIRACLE CENTER PARISH,% ADEYEFA OLASUPO,1508 COLUMBIA AVE,CHEVERLY,MD,20785-3935,0000,03,3,7000,199807,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20785
521949147,SOUTHEAST ASIAN BAPTIST MISSION,NA,19814 GEORGIA AVE,WHEATON,MD,20902-0000,1961,03,9,7000,196811,1,10,029000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,S A B M C,20902
521949502,FIRST CORINTHIANS HOLINESS CHURCH INC,NA,402 LINDEN AVE,POCOMOKE,MD,21851-1132,0000,03,3,7000,200103,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21851
521949844,RIVER OF LIFE CHRISTIAN CENTER,% THOMAS W RICH JR OR JOANN W RICH,11171 COMMANDERS LN,WHITE PLAINS,MD,20695-3140,0000,03,3,7000,202005,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20695
521949875,CHURCH OF CHRIST IN EAST BALTIMORE INCORPORATED,% KEVIN G BETHEA,9420 BELAIR RD,NOTTINGHAM,MD,21236-1504,0000,03,3,7000,200402,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21236
521950397,FREEDOM BAPTIST CHURCH,% REV CALVIN E MONROE,5400 LOCH RAVEN BLVD CHAPEL,BALTIMORE,MD,21239-2901,0000,03,3,7000,199610,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21239
521950680,ROCKVILLE EVANGELICAL MISSION INC,% RUEY CHEN PRESIDENT,110 CENTRAL AVE,GAITHERSBURG,MD,20877-1220,0000,03,3,7000,199712,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20877
521950742,GRACE EVANGELICAL PRESBYTERIAN CHURCH,NA,4012 BIRDSVILLE RD,DAVIDSONVILLE,MD,21035-2523,8534,03,9,7000,197404,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21035
521950931,SUFI ORDER,% BRENDA F CARY,995 HILLENDALE DR,ANNAPOLIS,MD,21409-5304,4175,03,9,7000,199310,1,10,001000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,ANNAPOLIS,21409
521951546,NEW VISION CHURCH INC,% RONALD E CRAWFORD,2100 CRAIN HWY,BOWIE,MD,20716-3418,0000,03,3,7000,200312,1,10,000000000,1,01,NA,0,0,06,0,01,NA,NA,NA,X20,NA,20716
521951736,MOUNT PLEASANT A M E CHURCH,NA,235 TOLLGATE RD,OWINGS MILLS,MD,21117-3223,2632,03,9,7000,197505,1,10,002000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21117
521951823,FRIENDSHIP CHURCH OUTREACH MINISTRY,% BONNIE HUNTER,5252 ADDISON RD,CHAPEL OAKS,MD,20743-6603,0000,03,3,7000,200003,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20743
521952230,FIRST NEW HOPE BAPTIST CHURCH,NA,4818 SUITLAND RD,SUITLAND,MD,20746-1259,0000,03,3,7000,201805,1,10,000000000,5,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20746
521952503,HAVEN OF REST SANCTUARY OF PRAISE INC,% DENA JOBES,2552 GREENMOUNT AVE # 54,BALTIMORE,MD,21218-4722,3964,03,6,7000,200304,1,10,000000000,5,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21218
521953147,FULLNESS OF CHRIST EVANGELISTIC CHURCH INC,% GREGORY SCHROEDER SR PASTOR,6408 SNOWMAN CT,COLUMBIA,MD,21045-4430,0000,03,3,1000,199604,1,10,001000000,1,01,NA,0,0,06,0,07,NA,NA,NA,X22B,NA,21045
521953546,AN-NUR FOUNDATION OF MARYLAND INC,% AN-NUR MOSQUE,8020 CORPORATE DR,NOTTINGHAM,MD,21236-4978,0000,03,3,7000,199601,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X40Z,NA,21236
521954741,JUDAH WORSHIP CENTER INC,% VERONICA BOULWARE,2000 FREDERICK AVE,BALTIMORE,MD,21223-2225,0000,03,3,7000,199711,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,21223
521956106,MOUNT HOPE A M E ZION CHURCH INC,NA,11250 GREENWOOD RD,PRINCESS ANNE,MD,21853-2968,0000,03,3,7000,200808,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21853
521957378,WORLD ASSEMBLIES OF RESTORATION INC,% JAMES D NELSON,8334 LIBERTY RD,BALTIMORE,MD,21244-3128,0000,03,3,7000,199605,1,10,002000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21244
521959311,CATOCTIN CHURCH OF CHRIST,NA,140 N CARROLL ST,THURMONT,MD,21788-0000,0000,03,3,7000,201011,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21788
521959336,BALTIMORE BAIS DIN INC,NA,2310 SMITH AVE,BALTIMORE,MD,21209-2611,0000,03,3,7000,199804,1,10,004000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30Z,NA,21209
521960083,MISSION OF LOVE OUTREACH MINISTRIES,% DOUGLAS E EDWARDS,6180 OLD CENTRAL AVE,CAPITAL HEIGHTS,MD,20743-6148,0000,03,3,7000,199606,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20743
521960133,DAYSPRING COMMUNITY CHURCH,NA,PO BOX 1971,SILVER SPRING,MD,20915-1971,1961,03,9,7000,196811,1,10,029000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,2803,20915
521960462,EMMANUEL DELIVERANCE MINISTRY,NA,PO BOX 337,HURLOCK,MD,21643-0337,0000,03,3,7000,199704,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21643
521960500,PIPE CREEK MONTHLY MEETING OF RELIGIOUS SOCIETY OF FRIENDS,NA,PO BOX 487,UNION BRIDGE,MD,21791-0487,0000,03,3,7000,199707,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,NA,21791
521960902,ISLAND ALLIANCE CHURCH,NA,510 THOMPSON CREEK RD,STEVENSVILLE,MD,21666-2508,2284,03,9,7000,197205,1,10,001000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21666
521960913,SHAARE TORAH INC,% PAUL FRONSTIN,1409 MAIN ST,GAITHERSBURG,MD,20878-6581,0000,03,3,7000,199909,1,10,000000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X30,NA,20878
521962072,SACRED ZION CHURCH INC,NA,346 DENISON ST,BALTIMORE,MD,21229-3018,0000,03,3,7000,199611,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21229
521962584,ST LUKES CHRISTIAN AND MISSIONARY ALLIANCE CHURCH,NA,PO BOX 9,SECRETARY,MD,21664-0009,2284,03,9,7000,000000,1,10,001000000,5,01,200112,0,0,06,0,00,NA,NA,NA,NA,SUNNYSIDE ALLIANCE CHURCH,21664
521962997,DURGA DEVI TEMPLE INC,NA,5701 31ST PL,HYATTSVILLE,MD,20782-3181,0000,03,3,7000,200305,1,10,000000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X70,NA,20782
521963058,GRACE BRETHREN CHURCH OF CALVERT COUNTY INC,% ROBERT W WAGNER,9870 OLD SOLOMONS ISLAND RD,OWINGS,MD,20736-9313,0000,03,3,1000,200203,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,GBC OF CALVERT,20736
521964265,MT OLIVE BAPTIST CHURCH INC,NA,PO BOX 321,WESTOVER,MD,21871-0321,0000,03,3,7000,199801,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,NA,21871
521966409,FIRST BAPTIST CHURCH COMMUNITY DEVELOPMENT CORPORATION INC,NA,4000 WALLACE RD,NORTH BRENTWO,MD,20722-1229,0000,03,3,7000,199704,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20722
521966740,ADVENTIST RISK MANAGEMENT INC,% JERMAINE JACKSON ACCOUNTING,12501 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904-6601,1071,03,9,7000,194704,1,10,211029000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20904
521968478,EZRAS ISRAEL CONGREGATION OF ROCKVILLE,% RACHMIL JACOBOVITS,PO BOX 2281,ROCKVILLE,MD,20847-2281,0000,03,3,7000,199607,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30Z,NA,20847
521968661,MT CARMEL BAPTIST CHURCH NORTH EAST,NA,17 RUSSELL ST,NORTH EAST,MD,21901-3513,0000,03,3,7000,199707,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,JARMAN OLIVER G TTEE,21901
521969322,THE BELIEVERS WORSHIP CENTER INC,% BISHOP LARRY H JORDAN SR TRUSTEE,700 PRINCE GEORGES BLVD,UPPR MARLBORO,MD,20774-8734,0000,03,3,7000,199607,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,20774
521970093,AVODAS YISROEL INC,% ALAN COOPER,3711 BANCROFT RD,BALTIMORE,MD,21215-2701,0000,03,3,7000,199709,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30Z,NA,21215
521971015,GRACE OF GOD HOLINESS CHURCH INC,NA,113 W EARLEIGH HEIGHTS RD,SEVERNA PARK,MD,21146-1601,0000,03,3,1000,200308,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21146
521971632,MARIA HEALTH CARE CENTER INC,NA,6401 N CHARLES ST,BALTIMORE,MD,21212-1016,0928,03,9,2700,195603,1,10,001030150,5,01,NA,4,6,06,0,06,NA,NA,NA,E910,NA,21212
521971638,FIRST ANGELIC MISSIONARY BAPTIST CHURCH,% REV HERBERT ODOM,4508 HOWE AVE,SUITLAND,MD,20746-5001,0000,03,3,7000,199607,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99Z,NA,20746
521972067,IGLESIA BAUTISTA GETSEMANI INC,NA,3500 GREENCASTLE RD,BURTONSVILLE,MD,20866-1940,1961,03,9,7000,196811,1,10,029000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20866
521972285,FULL GOSPEL OF CHRIST FELLOWSHIP INC,% REV FRED & ELMA DAVIS JR,12204 HORIZON CT,FT WASHINGTON,MD,20744-5259,3317,03,9,7000,199112,1,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,NA,YOUTH CHRISTIAN COUNSELING CENTER,20744
521972627,ETERNAL LIGHT OF CHRIST SPIRITUAL BAPTIST TEMPLE,% MARGARET L HALL,303 TRAPPE RD,BALTIMORE,MD,21222-2232,0000,03,3,7000,199801,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21222
521972654,SOUL SEEKERS FULL GOSPEL APOSTOLIC CHURCH OF JESUS CHRIST INC,% SHEDGRA LUNN,2260 CECIL AVE,BALTIMORE,MD,21218-6304,0000,03,3,7000,199703,1,10,001000000,5,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21218
521973402,ST JOHNS REFORMED CHURCH,% SUSAN HATTER,PO BOX 137,SABILLASVILLE,MD,21780-0137,0000,03,3,7000,202507,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21780
521973496,AHVA & SHALOM,NA,12445 OCEAN GTWY STE 11,OCEAN CITY,MD,21842-9587,0000,03,3,7000,199611,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30Z,NA,21842
521973903,MARYLAND CENTRAL KOREAN BAPTIST CHURCH,% REV JONG KYU SHIM,882 CECIL AVE S,MILLERSVILLE,MD,21108-2110,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,21108
521974264,NEW HOPE AND LIFE CHURCH OF GOD INC,% DANA CARL HEAD SR,8616 EDGEWORTH DR,CAPITAL HEIGHT,MD,20743-3709,0000,03,3,7000,199802,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NEW HOPE AND LIFE SCHOOL OF RELIGN,20743
521975441,THE REDEEMED CHRISTIAN CHURCH OF GOD VICTORY TEMPLE BOWIE MD,NA,13701 ANNAPOLIS RD,BOWIE,MD,20720-3842,0000,03,3,7000,199801,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,20720
521975713,GLAD TIDINGS ASSEMBLY OF GOD,NA,1519 MARKET ST,POCOMOKE CITY,MD,21851-1711,1678,03,9,7000,196408,1,10,001002029,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21851
521976005,HOUSEHOLD OF FAITH OUTREACH MINISTRIES,% DON STREET,PO BOX 72172,BALTIMORE,MD,21237-8172,0000,03,3,1700,199804,1,10,994029000,1,01,NA,1,3,06,0,12,NA,NA,NA,X20,NA,21237
521976553,WORD OF FAITH CHURCH OF JESUS CHRIST INC,NA,600166TH AVE,RIVERDALE,MD,20737-0000,0000,03,3,7000,199701,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,20737
521976829,SWEET SPIRIT CHRISTIAN CHURCH,NA,3405 PARK HEIGHTS AVE,BALTIMORE,MD,21215-7840,0000,03,3,1000,199608,1,10,001000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20Z,NA,21215
521977601,NEW BIBLE FELLOWSHIP CHURCH,% REV VERNON LATTIMORE,4502 SUTHERLAND CIR,UPPR MARLBORO,MD,20772-6101,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,X21Z,NA,20772
521977711,EBENEZER BAPTIST CHURCH,% ANNIE H REED,PO BOX 1052,WALDORF,MD,20604-1052,0000,03,3,7000,199911,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20604
